rank,name,username,network_degrees,journo_followers,total_followers,location,site,page_rank,betweenness_centrality,closeness_centrality,score_1,score
2222,Alex Press,alexnpress,488,387,72148,New York City,https://www.dissentmagazine.org/online_articles/on-the-origins-of-the-professional-managerial-class-an-interview-with-barbara-ehrenreich,0.000113452,7.66E-05,0.482695698,396.307092,189.0494818
2223,Bilge Ebiri,BilgeEbiri,439,391,43052,"Brooklyn, NY",Vulture,0.000109556,0.000112377,0.479901573,396.6111107,188.9879055
2224,Simon Hattenstone,shattenstone,471,397,22451,London,Guardian,0.000138825,0.000121965,0.474242257,399.9710157,188.9786666
2225,Matthew Winkler,Matthew_Winkler,420,377,13951,New York,Bloomberg,9.66E-05,4.08E-05,0.475917581,378.7531757,188.8300172
2226,Gillian Brockell,gbrockell,546,337,11305,"Washington, D.C.",WashingtonPost,0.000114808,3.44E-05,0.486311233,338.2699283,188.8250271
2227,Justin Gillis,JustinHGillis,390,329,20768,"Cambridge, MA",NYTimes,8.98E-05,6.52E-05,0.476569955,331.2775573,188.8010675
2228,Dean Murphy,deanemurphy,516,389,4772,"New York, NY",medium,0.000109353,2.48E-05,0.484126742,389.6187693,188.475084
2229,Shaila Dewan,shailadewan,531,324,6535,New York,NYTimes,0.000111444,3.39E-05,0.484061511,324.70578,188.4081
2230,Noga Tarnopolsky,NTarnopolsky,1021,352,44635,Jerusalem,LATimes,0.000216383,0.000263412,0.505896993,357.2371733,188.3705005
2231,Juliana Barbassa,jbarbassa,408,328,11016,"US now, Brazil always.",NYTimes,9.46E-05,5.45E-05,0.477541297,329.204416,188.3053495
2232,Brenna Smith,brenna__smith,590,320,14272,,NYTimes,0.000126683,6.56E-05,0.489136314,321.5223467,188.2751256
2233,Ali Winston,awinston,465,326,14343,Gotham,NYTimes,0.000101798,4.53E-05,0.480115357,327.558606,188.2701141
2234,Nancy Cordes,nancycordes,496,389,35197,"Washington, DC",CBS,0.000104236,2.00E-05,0.481015332,393.5638777,188.2126117
2235,Megan Ranney,meganranney,419,384,110584,Providence RI,NBC,9.49E-05,5.05E-05,0.480800747,398.154752,188.0302945
2236,Kelly McBride,kellymcb,550,384,10486,"St. Petersburg, FL",NPR,0.000119379,6.06E-05,0.488581964,385.342208,187.9433635
2237,Ryan Gallagher,rj_gallagher,471,368,27630,Edinburgh,Bloomberg,0.000107695,5.47E-05,0.484104996,371.38928,187.9195733
2238,Andrew Van Dam,andrewvandam,436,341,5809,DC,WashingtonPost,9.39E-05,2.75E-05,0.478474119,341.6602897,187.8152864
2239,Robin Abcarian,AbcarianLAT,775,361,9627,"Venice Beach, Los Angeles",LATimes,0.000163765,0.000121134,0.494500093,362.158449,187.7410081
2240,Stephanie Armour,StephArmour1,538,353,14688,Washington D.C.,WallStJournal,0.000114541,5.43E-05,0.481940238,354.728288,187.5955068
2241,Mark Salter,MarkSalter55,572,384,27938,Downeast,Atlantic,0.000117846,1.95E-05,0.486135748,387.576064,187.5453535
2242,Liz Hoffman,lizrhoffman,506,352,9043,,WallStJournal,0.000109806,3.44E-05,0.483627083,353.0610453,187.5426392
2243,Graham Starr,GrahamStarr,899,377,5115,gstarr@businessinsider.com,BusinessInsider,0.000187699,0.000130008,0.49703143,377.642785,187.5405913
2244,Paris Martineau,parismartineau,519,386,15523,brooklyn,Wired,0.000116597,7.10E-05,0.484518501,387.9972927,187.508004
2245,Mary Beth Sheridan,marybsheridan,384,347,9598,Mexico,WashingtonPost,8.63E-05,3.02E-05,0.469102482,348.1101687,187.4947956
2246,Kate Snow,tvkatesnow,474,383,87089,"New York, NY",NBC,0.000104604,3.64E-05,0.482458012,394.1183623,187.4634901
2247,James Wagner,ByJamesWagner,415,326,24424,Ya tu sabe,NYTimes,0.00010341,0.000128894,0.477118488,328.6540747,187.4085374
2248,Tom Malinowski,Malinowski,440,387,47836,"Ringoes, NJ",Politico,9.53E-05,3.25E-05,0.48022232,393.170844,187.3277264
2249,Tom Fitton,TomFitton,644,317,1216709,"Washington, DC",Breitbart,0.000148589,0.000159204,0.49065053,445.5655843,187.0766041
2250,James Taranto,jamestaranto,358,356,59551,,WallStJournal,8.48E-05,3.97E-05,0.472889717,363.0667187,187.0215914
2251,Shalini Ramachandran,shalini,447,355,15773,New York City,WallStJournal,9.77E-05,2.91E-05,0.477583619,356.8664717,186.9866712
2252,Joshua A. Geltzer,jgeltzer,408,389,46185,"Washington, DC",Slate,8.69E-05,1.19E-05,0.476591029,394.988655,186.8209799
2253,Alex Wayne,aawayne,592,365,11626,"Florida man | Washington, DC",Bloomberg,0.000123286,3.99E-05,0.486245411,366.4144967,186.7146448
2254,Charlie Brinkhurst-Cuff,CharlieBCuff,540,386,31250,"London, Edinburgh (she/her)",Guardian,0.000142299,0.000252716,0.481208623,390.0208333,186.7139583
2255,Ally Mutnick,allymutnick,676,381,11636,"Washington, DC",Politico,0.000138545,5.53E-05,0.488714893,382.477772,186.5614788
2256,Meredith Bennett-Smith,MBennettSmith,1209,365,5954,New York/Sacramento,MSNBC,0.000250364,0.000280027,0.510594539,365.7244033,186.5519449
2257,Jacob Silverman,SilvermanJacob,455,387,15315,NYC,Slate,0.000104476,7.58E-05,0.480051202,388.975635,186.2540182
2258,Nour Malas,malas_n,1029,353,9361,,LATimes,0.000215036,0.000286545,0.501611726,354.1014777,186.2124562
2259,Dave Benoit,DaveCBenoit,440,358,13595,"New York, USA",WallStJournal,9.90E-05,3.54E-05,0.471730623,359.6223367,186.1884376
2260,Sam Ro,SamRo,625,377,51998,"New York, NY",Mic,0.000141659,0.000178323,0.489291757,383.5344153,186.0616102
2261,Keegan Hamilton,keegan_hamilton,1075,368,26605,"California, USA",Mic,0.000225491,0.00032276,0.503274786,371.2635467,186.0263516
2262,Deborah Amos,deborahamos,679,378,13699,New York sometimes,NPR,0.000144421,7.82E-05,0.490985811,379.726074,186.0163755
2263,Christine Brennan,cbrennansports,432,382,46112,,USAToday,0.000112075,0.000161632,0.48306349,387.8715947,185.9484297
2264,Ayaan Hirsi Ali,Ayaan,367,359,434596,,https://unherd.com/2022/01/kamala-harris-was-set-up-to-fail/,0.000100751,0.000275276,0.482177413,411.0066547,185.6399084
2265,Jeff Mays,JeffCMays,513,319,8925,"Harlem, USA",NYTimes,0.000108731,4.54E-05,0.483865921,319.949025,185.4993951
2266,Adrienne Carter,adriennecarter,483,319,4281,New York,NYTimes,0.00010478,3.43E-05,0.48345353,319.455213,185.1980559
2267,Nadine White,Nadine_Writes,441,381,53165,"London, England",HuffingtonPost,0.000126076,0.000186714,0.481703296,387.751955,185.1551753
2268,Jonnelle Marte,Jonnelle,814,374,10283,"New York, N.Y.",Reuters,0.000171747,0.000159273,0.494205316,375.2819473,185.1495608
2269,James Kirchick,jkirchick,416,349,21271,,WallStJournal,9.39E-05,3.78E-05,0.480500648,351.4745263,185.1181551
2270,Linette Lopez,lopezlinette,646,375,26639,New York,BusinessInsider,0.000139504,9.73E-05,0.491097673,378.329875,184.9792743
2271,Annie Waldman,AnnieWaldman,697,376,9211,New Orleans,ProPublica,0.000146338,8.24E-05,0.491097673,377.1544453,184.9361978
2272,Jill Wine-Banks,JillWineBanks,415,350,560075,"Chicago, IL",MSNBC,9.08E-05,1.60E-05,0.483171771,415.3420833,184.8958449
2273,Neil Cavuto,TeamCavuto,376,357,571155,"New York, NY",fox,9.51E-05,7.66E-05,0.47270305,424.967445,184.8191981
2274,Bob Cohn,1bobcohn,571,378,8564,,Economist,0.000120063,3.52E-05,0.487609353,379.079064,184.5794163
2275,Glenn Hall,GlennHall,1158,332,7481,New York,WallStJournal,0.000238558,0.00030942,0.504570671,332.8278973,184.498962
2276,Darryl Fears,bydarrylfears,368,338,8573,DC,WashingtonPost,8.10E-05,1.96E-05,0.47397113,338.9658913,184.4958159
2277,Lindsay Zoladz,lindsayzoladz,361,322,26189,"Brooklyn, NY",NYTimes,8.92E-05,4.84E-05,0.47530891,324.8109527,184.4610053
2278,Frank Pallotta,frankpallotta,406,383,21660,"New York, NY",SanJoseMercuryNews,9.36E-05,4.89E-05,0.479816113,385.76526,184.4329794
2279,Anjli Raval,AnjliRaval,681,374,30478,London (via NYC and New Delhi),FinancialTimes,0.000159498,0.000169952,0.490583528,377.7995907,184.4102478
2280,Joshua Keating,joshuakeating,533,381,12521,"Washington, D.C.",Slate,0.000115043,4.72E-05,0.482998545,382.590167,184.4064698
2281,Robert Smith,BondHack,583,379,24500,London,FinancialTimes,0.000138357,0.000115944,0.484540284,382.0951667,184.3906341
2282,Jeremy Merrill,jeremybmerrill,622,330,6838,jeremy.merrill@washpost.com,WashingtonPost,0.000134097,0.000190819,0.485260222,330.75218,184.366131
2283,Laurence Norman,laurnorman,559,343,19978,Europe,WallStJournal,0.000130515,0.000148979,0.486860439,345.2841513,184.3040782
2284,Kirsten Grind,KirstenGrind,448,351,5971,"San Francisco, CA",WallStJournal,9.78E-05,2.19E-05,0.476548883,351.698607,184.1786299
2285,Gene Sperling,genebsperling,454,379,31651,,Atlantic,9.61E-05,1.58E-05,0.483345122,382.9985763,184.1541474
2286,Leslie Jamison,lsjamison,341,326,20022,"Brooklyn, NY",NYTimes,8.13E-05,2.99E-05,0.468714862,328.175724,183.9731305
2287,Kailani Koenig,kailanikm,592,379,12070,,NBC,0.000122527,3.73E-05,0.48417024,380.5248433,183.8696628
2288,Kevin Quealy,KevinQ,919,305,11461,New York City,NYTimes,0.000193912,0.000205869,0.5014017,306.1652017,183.8635627
2289,Matt Wells,MatthewWells,441,379,15337,London,CNN,0.000109773,7.03E-05,0.482933617,380.9375743,183.4997007
2290,David Pierson,dhpierson,961,348,9508,Singapore,LATimes,0.000208144,0.000386947,0.501285095,349.102928,183.4598364
2291,Alison Kodjak,alikodjakAP,554,378,10018,Washington DC,ap,0.000116987,4.24E-05,0.484235501,379.262268,183.3466369
2292,Martin Weil,martyweilwapost,391,336,7342,Washington DC,WashingtonPost,8.55E-05,2.98E-05,0.473762782,336.822304,183.2859458
2293,Aaron Gordon,A_W_Gordon,397,380,25800,,VICE,9.23E-05,5.63E-05,0.479837475,383.268,183.1222949
2294,Robert J.,RobertJShiller,384,378,182244,New Haven CT,BuffaloNews,9.24E-05,6.39E-05,0.470125607,400.962744,183.1051664
2295,Daniel D'Addario,DPD_,477,381,11459,,Variety,0.000110388,6.23E-05,0.479495908,382.455293,183.0368445
2296,Sam Adler-Bell,SamAdlerBell,460,380,33626,NY,Mic,0.000105365,6.36E-05,0.478814231,384.2592933,182.9691129
2297,Suhauna Hussain,suhaunah,686,356,6489,los angeles ~ she/her ,LATimes,0.000147169,0.000116623,0.488714893,356.770028,182.8791972
2298,Martin Wolf,martinwolf_,385,383,84836,"London, UK",FinancialTimes,9.72E-05,6.61E-05,0.470721066,393.8307293,182.8352945
2299,Meghan Bobrowsky,MeghanBobrowsky,787,336,5156,"San Francisco, CA",WallStJournal,0.000167892,0.000158406,0.494227979,336.577472,182.8236326
2300,Travis Lyles,travislylesnews,419,330,7413,"Washington, DC",WashingtonPost,9.40E-05,4.24E-05,0.481036801,330.81543,182.7790108
2301,Matthew Schneier,MatthewSchneier,737,370,19640,New York,Vulture,0.000158233,0.000105249,0.492061797,372.4222667,182.6588173
2302,Matthew Continetti,continetti,409,384,31636,,NationalReview,9.22E-05,2.83E-05,0.472848222,388.049408,182.5310949
2303,Ian Birrell,ianbirrell,467,377,43555,London,DailyMail,0.000123708,0.000128872,0.48065065,382.4734117,182.5206945
2304,Joseph Menn,josephmenn,465,378,15891,"California, mostly.",Reuters,0.000102497,5.00E-05,0.481466586,380.002266,182.4763816
2305,Mike Scarcella,MikeScarcella,805,369,21467,"Washington, D.C.",AOL,0.00016406,8.56E-05,0.492511517,371.640441,182.3869736
2306,Patrick McGee,PatrickMcGee_,889,364,22381,"San Francisco, CA",FinancialTimes,0.000197423,0.000254124,0.499172319,366.7155613,182.3764906
2307,Lachlan Cartwright,LachCartwright,511,373,8743,NYC,DailyBeast,0.000115006,0.000106129,0.487852143,374.0870463,182.2340083
2308,Tim Carman,timcarman,453,330,22454,Washington D.C.,WashingtonPost,0.000103566,8.07E-05,0.478198134,332.46994,182.1553363
2309,Alexandra Ulmer,AlexandraUlmer,833,367,22360,,AOL,0.000181373,0.000242198,0.494386676,369.7353733,182.1160762
2310,Gerry Doyle,mgerrydoyle,524,374,15343,Singapore,Reuters,0.000118045,8.06E-05,0.484867264,375.9127607,181.8040743
2311,Jenna Portnoy,jennaportnoy,442,333,8646,"Washington, DC",WashingtonPost,9.36E-05,1.89E-05,0.474012822,333.959706,181.7847851
2312,Zeeshan Aleem,ZeeshanAleem,689,369,12996,NYC,MSNBC,0.000145722,7.89E-05,0.491411159,370.598508,181.72348
2313,Arash Massoudi,ArashMassoudi,554,373,13889,London,FinancialTimes,0.000128826,9.64E-05,0.485894664,374.7268657,181.6582471
2314,Oliver Laughland,oliverlaughland,557,370,11898,New Orleans,MotherJones,0.000133607,0.000135979,0.489513991,371.46742,181.479338
2315,Dana Hull,danahull,759,349,18615,planet earth,Bloomberg,0.000166505,0.000221365,0.493481206,351.165545,181.3972322
2316,Misyrlena Egkolfopoulou,misyrlena,844,346,8242,New York,Bloomberg,0.000174707,0.000163453,0.498525812,346.9505773,181.3632184
2317,Tom McKay,thetomzone,974,357,39275,PGH - SRQ - NYC - DC ,gizmodo,0.00021459,0.000484434,0.50454705,361.673725,181.3023539
2318,Shane Smith,shanesmith30,372,367,154304,New York,VICE,9.21E-05,0.000106139,0.481595672,385.8765227,181.2910374
2319,Aaron Lucchetti,AaronLucchetti,476,347,8538,New York,WallStJournal,0.000105261,2.95E-05,0.474012822,347.987562,181.1881585
2320,Warren Strobel,wstrobel,848,333,6240,"Washington, DC",WallStJournal,0.000172854,7.78E-05,0.493978804,333.69264,181.1326181
2321,Iain Martin,iainmartin1,464,376,89979,London,theTimes,0.000124913,0.00012363,0.474471914,387.277368,181.0768369
2322,Hannah Jewell,hcjewell,476,322,14748,"Washington, DC",WashingtonPost,0.00010949,8.77E-05,0.487719682,323.582952,181.0465194
2323,Tom Morello,tmorello,274,274,898578,Union Town,NYTimes,8.97E-05,0.000335479,0.478644115,356.070124,180.9476141
2324,James Mackintosh,jmackin2,407,347,30232,London,WallStJournal,9.83E-05,4.53E-05,0.471648048,350.4968347,180.9351613
2325,Russell Berman,russellberman,609,371,10579,"Brooklyn, NY",Atlantic,0.000124201,2.64E-05,0.486486844,372.3082697,180.8048471
2326,Max Chafkin,chafkin,487,354,17347,"Queens, NY",Bloomberg,0.000108037,5.24E-05,0.484910894,356.046946,180.7624872
2327,Grace Dent,gracedent,418,366,280690,"London, England",Guardian,0.00013601,0.000296517,0.471751271,400.24418,180.7383329
2328,Natalie Shutler,NatalieShutler,813,366,4331,,Slate,0.000170677,0.000103675,0.493345671,366.528382,180.6948531
2329,Melissa Fleming,MelissaFleming,596,363,104612,"New York, New York",Economist,0.0001397,0.000175483,0.489136314,375.658052,180.6522384
2330,Chloe Cornish,ChloeNCornish,647,369,17814,"Mumbai, India",FinancialTimes,0.000158324,0.000324053,0.488095174,371.191122,180.6418572
2331,Zachary Warmbrodt,Zachary,1135,357,12667,"Washington, DC",Politico,0.000234032,0.000436891,0.504712444,358.507373,180.5627375
2332,Conor Sen,conorsen,366,357,61280,"Atlanta, GA",Bloomberg,8.32E-05,2.69E-05,0.476612105,364.29232,180.4827418
2333,Eric Roston,eroston,587,351,13067,,Bloomberg,0.000129548,9.92E-05,0.488272076,352.528839,180.3445805
2334,Nidhi Subbaraman,NidhiSubs,818,331,9248,Washington DC ,WallStJournal,0.000177296,0.000297683,0.49377512,332.0203627,180.0606275
2335,Aisha Gani,aishagani,566,366,28280,,Guardian,0.000137397,0.000115446,0.489469528,369.45016,179.9902213
2336,Robin Kwong,RobinKwong,622,336,6554,London,WallStJournal,0.000143123,0.000161887,0.486442929,336.734048,179.9856964
2337,Mustafa Tameez,MustafaTameez,1311,348,32232,"Houston, TX",fox,0.000282028,0.000919385,0.514224416,351.738912,179.9114167
2338,Soleil Ho,hooleil,404,378,33451,Rammay-tuÅ¡&Muwekma Ohlone land,SFChronicle,0.000100746,0.0001203,0.472951972,382.214826,179.7725506
2339,James Arkin,JamesArkin,720,368,11799,"Washington, DC",Politico,0.000144893,5.08E-05,0.487499074,369.447344,179.7524487
2340,Geoffrey Skelley,geoffreyvs,967,357,27048,,FiveThirtyEight,0.000194881,0.00010679,0.501121939,360.218712,179.7070158
2341,Reto Gregori,RetoGregori,392,361,7916,New York,Bloomberg,9.29E-05,4.43E-05,0.473471402,361.9525587,179.7061148
2342,Erin B. Logan,erinblogan,523,352,7460,,LATimes,0.000113192,5.99E-05,0.485610054,352.8753067,179.7046313
2343,Katie Thomas,katie_thomas,370,313,10695,,NYTimes,8.21E-05,1.91E-05,0.477393229,314.115845,179.6285149
2344,Zach Dorfman,zachsdorfman,1237,352,16662,,AOL,0.000250245,0.000216622,0.50847469,353.955008,179.4801269
2345,Miguel Marquez,miguelmarquez,481,368,25460,"New York, NY",CNN,0.000107835,7.96E-05,0.485544422,371.1230933,179.4385476
2346,Christina Jewett,By_CJewett,1041,357,8226,Sacramento,Mic,0.000212671,0.000195796,0.501705127,357.978894,179.3542884
2347,Chad Day,ChadSDay,463,341,5658,"Washington, DC",WallStJournal,9.69E-05,1.58E-05,0.477097368,341.643126,179.1279813
2348,Toomas Hendrik Ilves,IlvesToomas,443,364,119264,Estonia,https://foreignpolicy.com/2022/01/07/kazakhstan-russia-troops-csto/,0.00010197,6.72E-05,0.48250121,378.4706987,179.1215052
2349,Estelle Tang,waouwwaouw,933,359,10598,NYC,Buzzfeed,0.000205861,0.000260191,0.497788995,360.2682273,179.021904
2350,Lee Drutman,leedrutman,804,361,22044,"Washington, DC",https://foreignpolicy.com/2022/01/07/kazakhstan-russia-troops-csto/,0.000165684,9.08E-05,0.49391089,363.652628,178.9569122
2351,Lisa Song,lisalsong,524,370,10541,New York,ProPublica,0.000113908,4.98E-05,0.482069577,371.3000567,178.6791024
2352,Jerusalem Demsas,JerusalemDemsas,473,372,22027,"Washington, DC",Conversation,0.000101606,3.42E-05,0.478431639,374.731348,178.6299514
2353,Jennifer A. Dlouhy,jendlouhyhc,613,349,28776,"Washington, D.C.",Bloomberg,0.00013396,0.00012942,0.484910894,352.347608,178.5478252
2354,Abdul El-Sayed,AbdulElSayed,756,352,124233,"Ann Arbor, MI",CNN,0.000159457,0.000110665,0.49680232,366.576672,178.4952789
2355,Cezary Podkul,Cezary,693,365,5231,Hong Kong,ProPublica,0.00014635,9.02E-05,0.488006771,365.6364383,178.2777645
2356,Chris Richards,Chris__Richards,489,321,14139,"Washington, D.C.",WashingtonPost,0.000114016,0.000121919,0.481638715,322.512873,178.2159101
2357,Jeremy B. White,JeremyBWhite,509,368,15906,Bay/Sac ,Politico,0.000109298,4.38E-05,0.482350051,369.951136,177.975384
2358,Lee Glendinning,lee_glend,831,356,6100,"Sydney, Australia ",AustraliaBroadcastCorp,0.000193524,0.000313637,0.499195439,356.7238667,177.8942518
2359,Corina Knoll,corinaknoll,327,315,4260,Los Angeles,NYTimes,7.23E-05,8.86E-06,0.469941115,315.4473,177.7638643
2360,John Crace,JohnJCrace,458,363,133924,,Guardian,0.000136161,0.000222282,0.478920616,379.204804,177.728591
2361,Catrin Einhorn,CatrinEinhorn,570,304,5593,catrin.einhorn@nytimes.com,NYTimes,0.000122761,6.52E-05,0.486618635,304.5667573,177.6839549
2362,Jason Seher,jhseher,1404,345,5065,"Washington, D.C.",CNN,0.000283407,0.000310819,0.514420769,345.582475,177.6249839
2363,Kevin Poulsen,kpoulsen,375,333,38379,kevin.poulsen@gmail.com,WallStJournal,8.40E-05,2.67E-05,0.481703296,337.260069,177.5765664
2364,Nicole Sperling,nicsperling,434,305,7752,Los Angeles,NYTimes,9.89E-05,3.10E-05,0.484366075,305.78812,177.5070266
2365,Michael Learmonth,learmonth,568,361,20190,New York,VICE,0.000123985,7.12E-05,0.489981339,363.42953,177.4784756
2366,Erica Hill,EricaRHill,560,360,86792,NYC,CNN,0.000122498,5.90E-05,0.485741371,370.41504,177.3964015
2367,Ella Nilsen,ella_nilsen,985,354,9462,"Washington, DC",CNN,0.000196574,9.77E-05,0.499797326,355.116516,177.2072693
2368,Matt Brennan,thefilmgoer,570,348,8376,"Los Angeles, CA",LATimes,0.000131231,0.000123914,0.484061511,348.971616,177.1229951
2369,Will Rahn,willrahn,451,367,10958,New York City,YahooNews,9.74E-05,2.39E-05,0.481681767,368.3405287,177.1000626
2370,Emily Alpert Reyes,AlpertReyes,769,341,17045,Los Angeles,LATimes,0.000163125,0.000136034,0.49298461,342.9374483,177.014584
2371,Frank Langfitt,langfittnpr,659,358,10965,London,NPR,0.000144427,0.000144414,0.49330051,359.30849,176.924322
2372,Michael Finnegan,finneganLAT,613,345,10416,Los Angeles,LATimes,0.000126485,3.49E-05,0.487212582,346.19784,176.7991493
2373,Leslie Picker,LesliePicker,656,357,27982,New York via Kansas ,CNBC,0.000142757,8.39E-05,0.492804277,360.329858,176.751611
2374,Roben Farzad,robenfarzad,1263,346,9492,RVA â¢ DC,NPR,0.000266148,0.000555036,0.509966383,347.094744,176.7275098
2375,Bethan Mckernan,mck_beth,491,370,16861,,Guardian,0.000120507,0.000102279,0.475812526,372.0795233,176.5453662
2376,Chris O'Brien,obrien,821,354,23977,"Le Pecq, France",https://www.chicagonow.com/medium-rare/2022/01/company-announces-zero-day-work-week-plans-to-run-on-guilt/,0.000186789,0.000494089,0.496687844,356.829286,176.5301328
2377,Jonathan Watts,jonathanwatts,451,367,23916,All over,Guardian,0.000113387,0.000112984,0.478665373,369.925724,176.3704133
2378,Alan Wong,alanwongw,941,350,28204,,VICE,0.000203439,0.000250657,0.501378374,353.2904667,176.3073153
2379,Yasmeen Serhan,YasmeenSerhan,642,358,9629,London via California,Atlantic,0.00014407,0.000113413,0.491321551,359.1490607,176.1753944
2380,Rachel Lerman,rachelerman,752,311,6690,"San Francisco, CA",WashingtonPost,0.000162828,0.00019374,0.492039332,311.69353,176.1740824
2381,Richard Wolffe,richardwolffedc,550,354,72728,NYC,Guardian,0.000118514,4.78E-05,0.491254366,362.581904,176.0119945
2382,Janice Dean,JaniceDean,538,340,409145,NYC!,Fox,0.000132193,0.00022578,0.484540284,386.3697667,175.9777065
2383,Blake Montgomery,blakersdozen,766,354,12875,"San Francisco, CA",DailyBeast,0.000160742,8.46E-05,0.49597927,355.51925,175.9534198
2384,Paul Waldman,paulwaldman1,451,315,39913,"Washington, DC",WashingtonPost,9.59E-05,1.55E-05,0.482328464,319.190865,175.8857758
2385,Ursula Perano,UrsulaPerano,555,364,9943,DC via FL,YahooNews,0.000115851,4.35E-05,0.482177413,365.2064173,175.8034319
2386,Lizzie Presser,lizziepresser,621,359,5336,"Brooklyn, NY",ProPublica,0.000131317,5.89E-05,0.488471244,359.6385413,175.5171311
2387,Emma Gray,emmaladyrose,413,360,49243,"New York, NY",HuffingtonPost,9.61E-05,5.08E-05,0.483475217,365.90916,175.4795443
2388,Jenny Rogers,jennyrogersDC,499,317,5354,Washington D.C.,WashingtonPost,0.00010748,3.83E-05,0.480908015,317.5657393,175.4714563
2389,Priscilla Thompson,PriscillaWT,728,356,15080,"New York, USA",NBC,0.000151366,0.000145739,0.491455975,357.7894933,175.3980557
2390,Tim Craig,timcraigpost,403,319,11580,Fort Lauderdale,WashingtonPost,8.63E-05,1.71E-05,0.477181862,320.23134,175.3920206
2391,Robyn Dixon,RobynDixon__,714,339,7258,Moscow,LATimes,0.000159792,0.000196909,0.492106732,339.820154,175.377283
2392,Brian Steinberg,bristei,431,364,15528,New York,NBC,9.97E-05,5.35E-05,0.480543496,365.884064,175.3705199
2393,Kristin Donnelly,kristindonnelly,682,356,10960,"Washington, DC",CNN,0.000139103,3.04E-05,0.4915008,357.3005867,175.2939045
2394,Hector Becerra,hbecerraLATimes,370,351,9538,Los Angeles,LATimes,8.45E-05,2.20E-05,0.474785442,352.115946,175.260338
2395,Shelby Holliday,shelbyholliday,697,324,22328,"New York, NY",WallStJournal,0.000145223,8.24E-05,0.489825457,326.411424,175.2234401
2396,Ruth Sherlock,Rsherlock,576,357,14951,Lebanon,NPR,0.00013015,0.000137686,0.489491758,358.779169,175.1840019
2397,Bethany Mclean,bethanymac12,426,363,33474,"Chicago, IL",VanityFair,9.61E-05,4.39E-05,0.479858839,367.050354,175.1605576
2398,Tonya Mosley,TonyaMosley,413,365,13036,,NPR,9.29E-05,4.21E-05,0.478707894,366.5860467,175.1080078
2399,Adam Platt,plattypants,781,348,45509,New York City,NYMag,0.000177226,0.000361231,0.499218562,353.279044,175.045758
2400,Tara Siegel Bernard,tarasbernard,535,300,18560,New York,NYTimes,0.000115074,4.59E-05,0.484736419,301.856,175.0449133
2401,Justin George,justingeorge,493,315,12198,"Washington, DC",WashingtonPost,0.000109628,0.000128771,0.482220561,316.28079,175.0395316
2402,Collier Meyerson,collier,431,364,13800,"New York, NY",NYMag,9.64E-05,3.21E-05,0.479752038,365.6744,175.0313902
2403,Jami Attenberg,jamiattenberg,348,327,38093,"New Orleans, LA",NewYorker,8.65E-05,6.42E-05,0.47270305,331.152137,174.9996689
2404,Erin Durkin,erinmdurkin,401,364,20443,NYC,Politico,8.69E-05,1.68E-05,0.479005757,366.4804173,174.9521626
2405,Steve Levine,stevelevine,464,360,17901,Washington,Quartz,0.000105271,7.96E-05,0.484431389,362.14812,174.9156084
2406,Courtney Subramanian,cmsub,980,347,9420,"Washington, DC",USAToday,0.000199604,0.000143387,0.503204292,348.08958,174.88603
2407,Merve Emre,mervatim,380,365,35403,,Vulture,9.10E-05,6.31E-05,0.47619094,369.307365,174.8352572
2408,Peter Hasson,peterjhasson,733,352,63475,"Fort Worth, TX",Fox,0.000162595,0.000189183,0.491411159,359.4477333,174.8066776
2409,Phoebe Connelly,phoebedoris,575,313,5194,The District,WashingtonPost,0.000121666,4.78E-05,0.485063663,313.5419073,174.7498097
2410,Eliza Barclay,elizabarclay,614,359,10693,"Washington, DC area",Vox,0.000134573,0.000106107,0.485522549,360.2795957,174.6132314
2411,Jenni Russell,jennirsl,654,292,37328,London,NYTimes,0.000157258,0.000256606,0.495181692,295.6332587,174.5911388
2412,Lz Granderson,LZGranderson,588,352,53183,here and there,SanJoseMercuryNews,0.000143989,0.000397955,0.49134395,358.2401387,174.4860976
2413,Mitchell Landsberg,LATlands,481,344,4213,Los Angeles,LATimes,0.000106687,5.54E-05,0.482717317,344.4830907,174.4799229
2414,Cheryl W. Thompson,cherylwt,554,362,5568,"Washington, DC",NPR,0.000116937,4.60E-05,0.481488096,362.671872,174.4604399
2415,David Byler,databyler,436,315,17872,david.anthony.byler at gmail,WashingtonPost,9.36E-05,2.42E-05,0.479922943,316.87656,174.3699335
2416,John McDermott,johnpmcdermott,391,372,22131,,Economist,9.84E-05,5.53E-05,0.466948119,374.744244,174.3454101
2417,Jane Martinson,janemartinson,545,356,18479,"London, mostly",Guardian,0.00014515,0.000141282,0.48807307,358.1928413,174.2891463
2418,Lucy Fisher,LOS_Fisher,438,363,52698,"London, England",https://www.telegraph.co.uk/politics/2022/01/13/two-parties-held-downing-street-queen-country-mourned-death/,0.000117943,9.08E-05,0.475917581,369.376458,174.2754161
2419,Roxanne Khamsi,rkhamsi,457,361,23563,Montreal by way of Brooklyn,Atlantic,0.000104691,5.65E-05,0.480543496,363.8354143,174.157472
2420,Jonathan Turley,JonathanTurley,384,353,239327,"Washington, D.C.",Fox,8.94E-05,3.88E-05,0.474367497,381.1608103,174.131013
2421,Reeves Wiedeman,reeveswiedeman,425,362,6133,,NYMag,9.65E-05,4.68E-05,0.480522071,362.7400487,174.1267946
